name,categoria,calories,protein,carbs,fat,fiber,sugar,sodium,n_productos
Confitura De Ciruela,CONFITURAS Y DULCES,267.5,,65.0,,3.0,45.2,0.0,4
Hamburguesa De Carne De Cordero,COMIDAS PREPARADAS,124.0,17.9,3.5,4.2,1.1,0.1,320.8,4
Pulpa De Sauco Congelada,VEGETALES Y FRUTAS,48.3,0.5,9.1,0.0,2.8,9.1,0.0,4
Calamares En Escabeche,CONSERVAS DE PESCADO Y MAR,172.3,7.5,3.6,13.3,1.7,0.6,297.5,4
"Confitura De Frambuesa, Cassis, Corinto, Grosella Y Zarzamora",CONFITURAS Y DULCES,270.0,,70.0,,,70.0,0.0,4
Confitura De Corinto,CONFITURAS Y DULCES,265.0,0.0,65.0,0.0,4.0,65.0,0.0,4
Helado De Crema Sabor Chocolate Blanco,HELADOS,153.3,1.8,21.7,5.5,0.2,21.7,21.5,4
Jugo De Manzana,JUGOS,57.5,0.3,14.2,0.6,1.1,11.4,0.0,4
Chocolate Con Leche Con Maní,CACAO Y CHOCOLATE,566.0,10.8,42.1,37.6,2.0,40.0,83.0,4
Alfajor De Dulce De Leche,ALFAJORES,395.0,6.3,60.7,9.3,0.5,32.2,126.7,4
Dulce De Arandanos,CONFITURAS Y DULCES,249.0,0.2,64.0,0.0,0.8,65.0,0.0,4
Pan De Molde Integral Con Semillas,MASAS Y PANADERÍA,272.2,8.3,49.0,5.3,5.3,4.7,404.1,4
Milanesa De Carne Vacuna,CARNES Y CHACINADOS,190.4,14.6,29.2,2.1,0.5,2.7,542.0,4
Dulce De Pera,CONFITURAS Y DULCES,205.0,0.0,47.2,0.0,2.5,46.2,0.0,4
Torta Negra Galesa,GALLETITAS Y BARRAS,338.3,4.6,55.6,10.5,1.8,30.8,138.3,4
Helado De Crema De Frambuesa,HELADOS,159.7,3.0,21.8,5.9,1.2,18.3,40.8,4
Comida Preparada Congelada Libre De Gluten,PASTAS,312.0,6.0,25.8,8.2,,,250.0,4
Batatitas En Almibar,CONFITURAS Y DULCES,271.8,0.0,67.5,0.0,1.4,57.5,37.5,4
Mermelada De Naranjas,CONFITURAS Y DULCES,265.0,,65.0,,,57.5,0.0,4
Queso Reggianito,QUESOS,386.7,31.5,,28.5,,,843.3,4
Queso Danbo,QUESOS,353.3,26.0,0.0,27.3,0.0,0.0,411.7,4
Garrapiñadas De Mani,REPOSTERÍA Y CONFITERÍA,500.0,16.2,44.0,32.4,7.6,40.0,0.0,4
Duraznos Amarillos En Trozos Comunes En Jarabe Diluído,VEGETALES Y FRUTAS,62.1,0.5,15.0,0.0,1.2,14.3,15.0,4
Galletitas Dulces Con Miel,GALLETITAS Y BARRAS,408.3,6.8,66.7,15.7,2.3,23.3,190.0,4
Fideos Secos De Harina De Maiz Y Arroz,PASTAS,360.0,5.0,81.2,1.2,2.1,,0.0,4
Peras En Mitades Desecadas Medianas Elegidas,VEGETALES Y FRUTAS,268.0,1.6,64.0,1.6,11.6,66.0,133.0,4
Tomates Pelados Peritas Enteros Comunes Con Albahaca,VEGETALES Y FRUTAS,19.2,1.0,3.5,,1.7,2.5,37.7,4
Pan Ingles,MASAS Y PANADERÍA,253.0,8.1,51.0,1.1,2.0,6.2,302.0,4
Duraznos Enteros Comunes Con Carozo En Jarabe Diluido,VEGETALES Y FRUTAS,61.8,0.5,15.0,0.0,0.6,13.6,16.8,4
Pulpa De Pera,JUGOS,82.2,0.0,19.0,0.0,1.9,11.1,7.8,4
Almendras Sin Cascara Medianas Grado Elegido,VEGETALES Y FRUTAS,596.7,20.7,17.3,50.0,3.3,4.7,30.0,4
Semillas De Chía,VEGETALES Y FRUTAS,356.7,20.7,4.3,29.3,33.3,4.7,6.0,4
Chorizo Fresco Con Soja,CARNES Y CHACINADOS,301.0,14.8,11.8,23.0,,0.0,832.0,4
Mermelada De Frutilla Con Esencia Artificial De Frutilla,CONFITURAS Y DULCES,260.0,0.0,65.0,0.0,1.5,60.0,33.0,4
Mermelada De Ciruela Con Esencia Artificial De Ciruela,CONFITURAS Y DULCES,265.0,0.0,65.0,0.0,0.0,60.0,15.0,4
Polvo Para Preparar Postre Con Aromatizante Artificial De Vainilla,POSTRES,248.3,3.0,56.2,0.4,0.0,20.8,52.3,4
"Mix De Helado De Crema Sabor Vainilla, Helado De Crema Sabor Frutilla, Aromatizados Con Esencia Artificial Y Helado De Crema De Chocolate",HELADOS,173.3,2.2,25.0,7.3,,21.7,28.3,4
Pulpa De Manzana Con Azucar,JUGOS,102.0,0.0,24.0,0.0,1.4,19.2,20.0,4
Galletitas Dulces Con Aromatizante Artificial De Vainilla,GALLETITAS Y BARRAS,420.0,6.8,65.0,15.5,2.7,23.5,156.7,4
Aceite De Pepita De Uva,ACEITES Y GRASAS,823.1,0.0,0.0,92.3,0.0,0.0,0.0,4
Tortita Raspada,MASAS Y PANADERÍA,580.0,8.5,60.0,11.0,2.5,5.0,455.0,4
Mermelada De Manzana Con Canela,CONFITURAS Y DULCES,267.5,0.0,65.0,0.0,0.0,62.5,0.0,4
Ajies Picantes En Vinagre De Alcohol,VEGETALES Y FRUTAS,18.0,0.0,3.1,0.0,3.7,1.2,139.0,4
Conserva De Pimientos Agridulces En Aceite De Girasol,VEGETALES Y FRUTAS,356.0,1.4,9.0,34.0,2.8,,274.0,4
Aderezo A Base De Ajo,SIN CATEGORÍA,130.8,4.0,19.2,0.8,0.0,28.7,185.8,4
Aderezo A Base De Vinagre De Vino Con Mosto Concentrado De Uva,SALSAS Y ADEREZOS,250.0,,60.8,,,,175.0,4
"Aceitunas Verdes En Salmuera Calidad Iii Grupo A,B,C,D,E,F",VEGETALES Y FRUTAS,145.0,,4.0,13.5,,,1555.0,4
Pasas De Uva En Grano Sin Semillas Grado Elegido,VEGETALES Y FRUTAS,316.7,3.2,73.3,0.7,4.2,50.0,38.3,4
Masa Para Empanadas,MASAS Y PANADERÍA,304.0,5.6,52.0,8.0,0.8,22.0,636.0,4
Tomates Pelados Peritas Enteros Comunes Libre De Gluten,VEGETALES Y FRUTAS,17.3,0.8,3.0,0.0,0.9,2.6,23.8,4
Pasta De Mani,VEGETALES Y FRUTAS,595.0,25.2,15.2,49.0,8.8,4.0,9.0,4
Batatas En Almíbar,CONFITURAS Y DULCES,243.8,2.0,57.5,0.0,3.8,42.0,0.0,4
Cerezas Descarozadas En Almibar Con Sabor A Marraschino,CONFITURAS Y DULCES,220.0,0.0,55.0,0.0,0.0,55.0,60.0,4
Galletas De Miel,GALLETITAS Y BARRAS,396.7,6.5,65.8,10.0,1.2,18.0,211.7,4
Mezcla De Especias Ahumadas,CONDIMENTOS Y ESPECIAS,310.0,10.0,42.5,38.5,22.5,,80.0,4
Helado De Agua Sabor Naranja Aromatizado Con Esencia Artificial,HELADOS,85.0,,21.7,,,20.0,0.0,4
Zapallitos En Almibar,CONFITURAS Y DULCES,240.4,0.0,60.0,0.0,0.9,45.0,4.0,4
Confitura De Ruibarbo,CONFITURAS Y DULCES,196.0,0.5,49.2,0.0,1.5,45.5,3.5,4
Dulce De Ruibarbo,CONFITURAS Y DULCES,257.5,0.0,66.0,0.0,0.0,67.5,0.0,4
Helado De Crema Sabor Dulce De Leche Granizado,HELADOS,188.3,3.6,24.2,7.8,,25.0,85.0,4
Producto De Repostería,MASAS Y PANADERÍA,386.7,3.7,59.2,13.3,1.7,,175.0,4
Chocolate Blanco En Rama,CACAO Y CHOCOLATE,566.0,8.0,54.0,35.2,0.0,48.0,124.3,4
Pan Tipo Frances,MASAS Y PANADERÍA,258.0,7.8,54.0,1.5,2.0,,510.0,4
Tortilla De Trigo Cruda Supercongelada,MASAS Y PANADERÍA,390.6,8.5,51.5,17.1,1.5,0.0,272.1,4
Pasta De Maní,VEGETALES Y FRUTAS,592.5,25.5,14.2,49.0,8.0,,4.8,4
Maiz Pisado Amarillo,CEREALES Y HARINAS,352.0,7.2,77.0,1.2,2.1,,0.0,4
Queso Criollo Con Ají,QUESOS,301.7,23.2,3.8,21.7,0.0,3.3,523.3,4
Pasas De Uva En Grano Sin Semilla. Variedad Sultanina. Grado Elegido,VEGETALES Y FRUTAS,320.0,2.0,76.7,0.7,3.7,60.0,26.7,4
Pasas De Uva En Grano Sin Semilla,VEGETALES Y FRUTAS,324.2,1.3,78.0,0.5,2.7,,57.9,4
"Barra De Cereales A Base De Texturizado De Arroz, Avena, Yogurt Y Semillas De Sésamo, Sabor Frutilla, Fortificada Con Vitaminas Y Minerales",SUPLEMENTOS Y DIETÉTICOS,376.8,7.2,67.8,8.8,4.0,20.8,112.0,4
"Barra De Cereales A Base De Texturizado De Arroz, Avena, Manzana Y Semillas De Sésamo, Sabor Manzana, Fortificada Con Vitaminas Y Minerales",SUPLEMENTOS Y DIETÉTICOS,375.5,5.8,70.0,8.8,4.1,20.8,104.0,4
"Facturas De Panadería: Facturas Con Membrillo Y Crema Pastelera, Medialunas Rellenas Con Dulce De Leche",MASAS Y PANADERÍA,365.0,5.2,42.5,19.2,,,320.0,4
Galletas Semoladas,GALLETITAS Y BARRAS,390.0,7.2,56.7,14.8,2.2,0.0,733.3,4
Helado De Agua Sabor Granadina,HELADOS,114.4,,28.6,,,31.7,0.0,4
Alfeñiques De Miel De Caña,CARAMELOS Y GOLOSINAS,380.0,0.0,95.0,0.0,0.0,95.0,0.0,4
Arvejas Secas Enteras,VEGETALES Y FRUTAS,338.3,23.3,58.3,1.3,13.5,3.0,15.8,4
Alfajor De Fruta Bañado Con Merengue,ALFAJORES,295.6,2.9,60.0,4.9,0.7,37.8,22.2,4
Conito De Dulce De Leche Bañado Con Chocolate,CACAO Y CHOCOLATE,355.6,5.8,57.8,11.3,1.1,46.7,86.7,4
Aceite De Oliva Virgen A Granel,ACEITES Y GRASAS,830.8,0.0,0.0,92.3,0.0,,0.0,3
Galleta Con Dulce De Leche Cubierto Con Baño De Reposteria Semiamargo,ALFAJORES,412.5,5.8,60.0,16.2,3.0,45.0,115.0,3
Galleta Con Dulce De Leche Cubierto Con Baño De Reposteria Fantasia Blanco,ALFAJORES,412.5,5.8,57.5,16.2,,45.0,112.5,3
Aceitunas Rellenas Con Pasta De Pimenton En Salmuera,VEGETALES Y FRUTAS,190.0,1.0,5.0,20.0,4.5,2.0,1770.0,3
Salsa De Tomate,VEGETALES Y FRUTAS,50.0,1.7,10.0,2.0,1.8,4.5,308.3,3
Barquillos Dulces Con Vainillina,GALLETITAS Y BARRAS,396.7,9.3,80.0,4.3,3.7,29.7,6.7,3
Aderezo A Base De Aceitunas Verdes Condimentadas,SALSAS Y ADEREZOS,226.7,0.4,0.0,24.7,0.0,0.0,586.7,3
Aderezo A Base De Aceitunas Verdes Con Ajo,SALSAS Y ADEREZOS,220.0,0.0,0.8,23.3,0.0,0.0,691.7,3
Tomates Pelados Enteros Comunes,VEGETALES Y FRUTAS,23.3,0.0,3.3,0.0,1.2,,0.0,3
Polvo Para Preparar Bebida Analcoholica Artificial Dietetica De Bajas Calorias Fortificada Con Vitamina C Sabor A Multifruta,SUPLEMENTOS Y DIETÉTICOS,333.3,,90.0,,,56.7,152.8,3
Polvo Para Preparar Bebida Analcoholica Artificial Dietetica De Bajas Calorias Fortificada Con Vitamina C Sabor A Ananá,SUPLEMENTOS Y DIETÉTICOS,333.3,,88.9,,,47.1,203.3,3
Polvo Para Preparar Bebida Analcoholica Artificial Dietetica De Bajas Calorias Fortificada Con Vitamina C Sabor A Limonada,SUPLEMENTOS Y DIETÉTICOS,333.3,,90.0,,,50.0,175.0,3
Polvo Para Preparar Bebida Analcoholica Artificial Dietetica De Bajas Calorias Fortificada Con Vitamina C Sabor A Manzana,SUPLEMENTOS Y DIETÉTICOS,312.5,,89.6,,,47.6,625.0,3
Cayote En Almibar,CONFITURAS Y DULCES,245.0,0.3,60.0,0.0,2.4,61.2,0.0,3
Aceite De Nuez,ACEITES Y GRASAS,900.0,0.0,0.0,100.0,0.0,0.0,0.0,3
Espinaca Deshidratada,VEGETALES Y FRUTAS,127.5,6.8,14.5,3.9,21.2,,25.0,3
Castañas De Caju,VEGETALES Y FRUTAS,582.0,18.2,30.1,43.9,4.0,,40.8,3
Miel Multifloral,CONFITURAS Y DULCES,330.0,,75.0,,,80.0,0.0,3
Polvo Para Preparar Bebida Analcoholica Artificial Dietetica De Bajas Calorias Fortificada Con Vitamina C Sabor A Naranja,SUPLEMENTOS Y DIETÉTICOS,312.5,,89.6,,,40.6,625.0,3
Polvo Para Preparar Postre De Gelatina Dietético De Bajo Valor Glucídico Sabor A Cereza,POSTRES,351.4,44.7,35.1,,,25.6,1757.2,3
Polvo Para Preparar Postre De Gelatina Dietético De Bajo Valor Glucídico Sabor A Frutilla,POSTRES,351.4,51.1,22.4,,,19.2,1789.1,3
Tapas Para Empanadas Horno,MASAS Y PANADERÍA,320.0,6.7,56.7,6.7,0.0,0.2,413.3,3
Bizcochos De Queso Crudos Congelados,GALLETITAS Y BARRAS,380.0,9.7,53.3,14.7,0.2,0.0,413.3,3
Alfajor De Maicena Relleno Con Dulce De Leche Cubierto Con Coco Rallado,MASAS Y PANADERÍA,427.5,7.5,67.5,15.0,2.0,37.5,150.0,3
Helado De Crema Sabor Crema Del Cielo,HELADOS,158.3,3.3,20.0,6.5,0.0,18.3,41.4,3
Medialunas Crudas Congeladas,MASAS Y PANADERÍA,353.5,5.9,43.1,17.5,1.4,5.1,375.0,3
Aceite De Soja,ACEITES Y GRASAS,830.8,,,92.3,,,0.0,3
Chipá Crudo Congelado,MASAS Y PANADERÍA,310.0,6.0,44.0,12.0,0.0,0.2,822.0,3
"Postre Congelado Sabor Dulce De Leche En Oblea Dulce, Relleno Con Dulce De Leche Y Recubierto Con Baño De Repostería",HELADOS,175.0,3.3,26.7,6.2,,14.8,186.7,3
Fideos Frescos,PASTAS,296.0,8.0,65.0,0.3,0.1,0.2,257.0,3
Pastas Frescas Rellenas Con Ricota,PASTAS,249.0,7.2,41.0,6.0,0.6,4.5,386.0,3
Primer Jugo Bovino,ACEITES Y GRASAS,890.0,0.0,0.0,99.0,0.0,0.0,400.0,3
Helado De Crema Sabor Banana Con Dulce De Leche,HELADOS,200.0,3.7,33.3,8.0,0.8,38.3,66.7,3
Helado De Leche Sabor A Frutilla,HELADOS,138.3,3.0,25.0,5.0,1.9,12.3,68.3,3
Helado De Agua Sabor Mandarina,HELADOS,108.3,0.0,26.7,0.0,0.0,25.0,11.7,3
Pastas Frescas-Ñoquis,PASTAS,216.0,5.2,42.0,2.8,1.2,0.0,399.0,3
Mermelada De Pomelo,CONFITURAS Y DULCES,240.0,0.0,60.0,0.0,0.0,56.5,0.0,3
Dulce De Zapallo,CONFITURAS Y DULCES,280.0,0.0,70.0,0.0,0.0,70.0,0.0,3
"Pastillas De Goma Fantasía Sabor Frutilla, Artificialmente Aromatizadas",CARAMELOS Y GOLOSINAS,372.5,3.8,87.5,,,73.8,20.0,3
Esparragos Tallos Cortos Blancos Tamaño Surtidos,VEGETALES Y FRUTAS,16.0,1.6,3.0,0.0,0.0,0.0,350.0,3
Manteca Calidad Extra Sin Sal,ACEITES Y GRASAS,740.0,,,82.0,,,0.0,3
Banana Deshidratada,VEGETALES Y FRUTAS,336.4,4.1,79.0,,3.2,38.4,22.0,3
Manteca Calidad Extra Con Sal,ACEITES Y GRASAS,740.0,,,82.0,,,740.0,3
Leche Uht Descremada,LÁCTEOS,30.5,3.0,4.7,0.3,,4.8,65.0,3
"Producto A Base De Harina De Trigo Y Aceite Vegetal, Precocido Y Aderezo Sabor A Pollo",COMIDAS PREPARADAS,97.9,2.6,13.1,4.1,1.0,0.2,250.0,3
Snacks A Base De Papa Sabor Barbacoa,GALLETITAS Y BARRAS,540.0,4.4,56.0,33.2,1.6,3.6,580.0,3
Pan Para Hamburguesa Supercongelado,MASAS Y PANADERÍA,277.3,9.7,48.0,4.8,3.1,4.9,433.3,3
Aceite De Oliva Virgen Extra En Spray,ACEITES Y GRASAS,823.1,0.0,0.0,92.3,0.0,0.0,0.0,3
"Bocaditos Rellenos, Recubiertos Con Baño De Reposteria Con Leche Y Baño De Reposteria Fantasia Blanco",CACAO Y CHOCOLATE,530.0,6.0,65.0,26.0,3.0,35.5,60.0,3
Producto Farinaceo Prensado Y Precocido A Base De Harina Y Grasa Vegetal Y Condimento Con Vegetales Deshidratados Y Aditivos Sabor Pollo,COMIDAS PREPARADAS,441.2,10.1,62.5,17.5,2.1,0.8,1805.0,3
Baño De Reposteria Dulce Con Aromatizante Identico Al Natural Vainilla,REPOSTERÍA Y CONFITERÍA,530.0,3.0,60.0,29.5,5.0,60.0,0.0,3
Aderezo Oleoso Agridulce Con Mostaza Y Miel,SALSAS Y ADEREZOS,180.0,,14.7,12.0,,10.7,800.0,3
Pastillas De Goma Fantasia Sabores Frutales Surtidos,CARAMELOS Y GOLOSINAS,369.6,5.7,87.0,0.0,0.0,56.5,39.1,3
Pan De Molde Integral En Rodajas,MASAS Y PANADERÍA,264.0,10.0,46.0,4.4,5.0,6.8,250.0,3
Pan De Molde En Rodajas,MASAS Y PANADERÍA,276.0,10.0,50.0,4.0,2.6,6.4,262.0,3
Bebida Analcoholica Artificial Con Sabor A Frutilla,BEBIDAS ANALCOHÓLICAS,38.5,,9.5,,0.6,9.5,5.5,3
Galletitas Dulces Sabor Cacao Con Relleno Sabor Chocolate,GALLETITAS Y BARRAS,490.0,7.3,73.3,18.7,2.0,33.0,200.0,3
Galletitas Saladas Con Semillas De Sésamo,GALLETITAS Y BARRAS,460.0,10.7,63.3,19.0,4.0,4.5,833.3,3
Galletitas Dulces Sabor A Leche,GALLETITAS Y BARRAS,443.2,9.2,76.9,11.0,,23.1,337.0,3
Snack A Base De Papa Sabor Picante,GALLETITAS Y BARRAS,508.0,4.4,56.0,28.8,4.0,2.8,668.0,3
Chips De Banana,VEGETALES Y FRUTAS,440.0,3.3,66.4,21.7,6.7,18.9,2.0,3
Remolachas En Cubos,VEGETALES Y FRUTAS,36.9,1.2,7.3,0.0,2.3,5.8,236.2,3
Zanahorias Enteras Y Arvejas Verdes,VEGETALES Y FRUTAS,39.2,2.5,6.0,0.6,4.0,3.2,192.3,3
Galletitas Dulces Sabor Vainilla Recubiertas Con Baño De Reposteria,GALLETITAS Y BARRAS,486.7,6.0,63.3,23.3,2.3,30.0,26.7,3
"Postre Congelado A Base De Pulpa De Acai Y Azucar, Con Sabor A Guarana",HELADOS,126.7,1.0,21.7,4.0,1.8,21.7,36.7,3
Aros De Cebolla Rebozados Prefritos Supercongelados,VEGETALES Y FRUTAS,222.3,3.6,27.1,10.9,2.9,3.6,160.0,3
Mezcla A Base De Cereales Y Azucar Con Pasas De Uva Y Trozos De Almendras,CEREALES Y HARINAS,425.0,10.0,70.0,14.3,7.0,27.5,120.0,3
Salsa A Base De Tomate Con Pimiento Picante,SALSAS Y ADEREZOS,63.3,1.8,10.7,3.3,1.7,6.1,315.0,3
Coliflor Supercongelado,VEGETALES Y FRUTAS,22.0,1.5,1.1,0.5,2.7,2.4,15.0,3
Aderezo Deshidratado Con Especias Y Vegetales Deshidratados,SALSAS Y ADEREZOS,151.0,30.7,0.1,3.1,,,133.6,3
Habas Supercongeladas,VEGETALES Y FRUTAS,59.0,5.8,5.5,0.8,4.8,1.3,15.0,3
Galletitas Sabor A Manteca Y Queso,GALLETITAS Y BARRAS,446.7,8.0,70.0,15.0,3.0,13.0,646.7,3
Harina De Trigo Para Pasteleria,CEREALES Y HARINAS,324.0,13.0,68.0,,2.0,1.6,0.0,3
Choclo Supercongelado,VEGETALES Y FRUTAS,74.0,2.5,12.0,1.4,2.5,8.1,1.0,3
Crackers,GALLETITAS Y BARRAS,420.0,7.3,80.0,9.3,3.0,0.3,323.3,3
Cerveza Extra,BEBIDAS ALCOHÓLICAS,46.0,,4.2,,,,,3
"Comida Preparada A Base De Palmitos, Vegetales Y Especias, Precocida",COMIDAS PREPARADAS,116.0,3.6,11.0,6.5,2.3,2.4,525.0,3
"Pastillas De Goma De Fantasía Sabor Ananá, Frutilla Y Manzana Verde, Artificialmente Aromatizadas",CARAMELOS Y GOLOSINAS,322.2,,80.0,,,52.2,0.0,3
Caramelo Líquido Ácido Sabor Frutilla Artificialmente Aromatizado,CARAMELOS Y GOLOSINAS,225.0,,57.5,,,31.2,0.0,3
Producto A Base De Harina De Trigo Precocida Con Sabor A Vegetales,COMIDAS PREPARADAS,421.5,9.4,47.7,21.2,8.3,1.2,1047.7,3
"Pasta Cremosa A Base De Leche, Aceite Vegetal Y Cacao Con Bocaditos Sabor Vainilla Y Chocolate",CARAMELOS Y GOLOSINAS,558.3,0.0,59.2,33.3,91.7,34.2,89.2,3
"Jalea De Fantasia De Baja Humedad Sabor A Manzana, Limon, Naranja, Uva Y Frutilla",CARAMELOS Y GOLOSINAS,340.0,5.0,80.0,,,65.0,0.0,3
Chupetín De Caramelo Duro Sabor A Frutilla Y Manzana Verde Artificialmente Aromatizado,CARAMELOS Y GOLOSINAS,370.0,,83.0,,,52.0,0.0,3
Obleas Dulces Con Relleno Sabor Chocolate,GALLETITAS Y BARRAS,557.7,4.6,57.7,33.9,2.3,36.1,119.2,3
Croquetas A Base De Papa Prefritas Congeladas,VEGETALES Y FRUTAS,155.3,2.9,22.4,5.3,2.8,0.0,309.4,3
Salsa Agridulce Y Picante A Base De Tomate Y Especias,SALSAS Y ADEREZOS,76.9,0.8,16.9,,0.8,12.3,938.5,3
Almendras Tostadas Y Saladas,VEGETALES Y FRUTAS,600.0,20.0,6.7,53.3,10.0,4.0,440.0,3
Anana En Trozos,VEGETALES Y FRUTAS,85.7,1.2,20.7,,0.7,20.0,3.6,3
Pastillas De Goma Fantasia Sabor A Vainilla,CARAMELOS Y GOLOSINAS,295.0,4.0,65.0,1.5,0.0,53.9,40.0,3
"Bebida Analcohólica A Base De Azucar, Leche Entera Y Café",BEBIDAS ANALCOHÓLICAS,65.1,1.0,13.1,1.0,0.0,12.1,31.5,3
Galletitas Snack,GALLETITAS Y BARRAS,394.4,7.8,77.8,3.9,7.8,2.7,272.2,3
Chocolate Semiamargo Con Leche Con Avellanas,CACAO Y CHOCOLATE,576.0,8.8,48.0,40.0,3.2,44.0,78.0,3
Peras En Mitades Grado Comun En Jarabe Concentrado,VEGETALES Y FRUTAS,88.6,0.4,22.1,,1.0,19.3,7.1,3
Aceitunas Verdes Rellenas Con Pasta A Base De Salmon Con 42% De Producto,VEGETALES Y FRUTAS,180.0,4.8,0.0,19.0,0.0,0.0,1415.0,3
Tomates Secos En Aceite Vegetal Con Especias,VEGETALES Y FRUTAS,260.0,3.2,11.2,21.5,4.2,6.2,1355.0,3
Queso De Leche De Vaca Y De Oveja Semi Graso De Mediana Humedad,QUESOS,376.7,23.3,,30.0,,,630.0,3
Barra De Chocolate Con Leche Rellena,CACAO Y CHOCOLATE,561.9,8.6,52.4,35.2,0.0,52.4,123.8,3
Caramelo Masticable Relleno Sabor A Frutilla,CARAMELOS Y GOLOSINAS,355.0,0.0,86.7,0.0,0.0,65.0,233.3,3
Galletitas Dulces Con Relleno Sabor Chocolate,GALLETITAS Y BARRAS,466.7,6.7,66.7,20.0,2.0,33.2,233.3,3
Mezcla A Base De Cereales Con Banana Y Manzana,CEREALES Y HARINAS,395.0,9.5,60.0,13.0,8.2,16.8,40.0,3
"Mezcla A Base De Cereales Con Pasas De Uva, Sabor A Miel",CEREALES Y HARINAS,395.0,9.2,60.0,13.0,8.0,20.2,45.0,3
"Mezcla A Base De Cereales Con Mani Y Castaña De Caju, Sabor A Miel",CEREALES Y HARINAS,412.5,10.0,57.5,16.0,8.0,16.8,42.5,3
Tomates Pelados Peritas En Trozos,VEGETALES Y FRUTAS,20.0,1.0,3.0,0.5,1.3,2.0,26.9,3
"Pasta Dulce Untable A Base De Azucar, Aceite Vegetal Saborizada Con Cacao, Leche Y Avellanas",REPOSTERÍA Y CONFITERÍA,525.0,3.5,65.0,28.0,3.0,65.0,50.0,3
"Suplemento Dietario A Base De Proteinas, En Polvo, Para Personas Que Realizan Ejercicio Físico",SUPLEMENTOS Y DIETÉTICOS,352.1,86.2,3.5,0.0,0.0,3.5,246.5,3
Galletas Tostadas Saladas,GALLETITAS Y BARRAS,380.0,11.3,66.7,7.3,2.7,6.0,523.3,3
Galletitas Dulces Sabor Chocolate Con Relleno Sabor Vainilla,GALLETITAS Y BARRAS,466.7,6.7,67.7,20.0,2.0,31.2,251.6,3
Queso Mascarpone,QUESOS,415.0,4.5,5.0,42.0,0.0,5.0,50.0,3
Obleas Rellenas Con Sabor Chocolate Y Menta,GALLETITAS Y BARRAS,469.0,4.5,73.3,16.9,4.1,40.0,255.2,3
"Producto A Base De Crema De Leche Y Azucar, En Aerosol",LÁCTEOS,315.0,2.6,12.0,28.0,,12.0,65.0,3
Caramelos Masticables Sabor A Sandia,CARAMELOS Y GOLOSINAS,375.0,0.0,90.0,3.2,0.0,90.0,60.0,3
Obleas Rellenas Sabor Chocolate,GALLETITAS Y BARRAS,530.0,4.7,60.0,30.0,2.7,40.0,113.3,3
Queso Semigraso De Mediana Humedad En Fetas,QUESOS,304.8,27.7,2.0,22.9,,2.0,761.9,3
Preparado Para Batir Para Uso En Pasteleria Y Reposteria Sabor Chantilly,REPOSTERÍA Y CONFITERÍA,290.0,0.0,14.5,23.5,,13.5,90.0,3
Cobertura De Chocolate Semiamargo,CACAO Y CHOCOLATE,532.0,5.2,48.0,34.8,7.2,52.0,2.2,3
Alcaparras En Vinagre,VEGETALES Y FRUTAS,33.3,1.0,4.7,0.0,1.7,4.7,2460.0,3
Queso Edam En Fetas,QUESOS,319.1,25.0,,23.8,,,800.0,3
Salsa Agridulce A Base De Soja,SALSAS Y ADEREZOS,193.3,3.3,45.3,0.4,0.0,34.7,3307.1,3
"Mezcla De Durazno, Pera, Anana, Uva Y Cereza En Conserva",VEGETALES Y FRUTAS,79.3,0.4,17.9,,2.0,17.1,0.0,3
Obleas Rellenas Con Sabor A Cappuccino,GALLETITAS Y BARRAS,480.0,3.7,76.7,18.0,1.7,41.4,223.3,3
Budin De Chocolate,GALLETITAS Y BARRAS,400.0,5.3,50.0,20.0,1.2,26.7,183.3,3
Budin Sabor Naranja,MASAS Y PANADERÍA,343.3,5.3,50.0,13.0,0.5,27.5,128.3,3
Pastillas Sabor A Menta,CARAMELOS Y GOLOSINAS,393.8,,93.8,,,93.3,0.0,3
Postre Lacteo Sabor Chocolate,POSTRES,127.3,3.4,19.2,3.6,0.4,14.0,39.1,3
Turrón Blando De Almendras,REPOSTERÍA Y CONFITERÍA,525.0,14.0,55.0,28.0,4.7,46.0,15.8,3
Caramelo Duro Sabor A Uva,CARAMELOS Y GOLOSINAS,385.0,,95.7,,,69.6,45.0,3
Turrón De Almendras,REPOSTERÍA Y CONFITERÍA,435.0,9.2,55.0,20.4,4.0,42.2,0.0,3
Producto A Base De Almidones Para Dietas Especiales,SUPLEMENTOS Y DIETÉTICOS,365.0,0.4,83.0,1.1,4.5,3.8,30.0,3
"Suplemento Dietario A Base De Carbohidratos Y Cafeína, En Gel, Para Personas Que Realizan Ejercicio Físico. Sabor Cola",SUPLEMENTOS Y DIETÉTICOS,250.0,,62.5,,,31.2,250.0,3
Confitura De Castañas,CONFITURAS Y DULCES,255.0,1.2,60.0,0.6,3.8,65.0,0.0,3
Repollo Colorado Dulce En Vinagre De Alcohol Con Trocitos Y Jugo De Manzana,VEGETALES Y FRUTAS,50.0,1.4,9.0,0.1,3.0,7.6,430.0,3
Semolin De Trigo Pan,CEREALES Y HARINAS,350.0,11.0,72.0,1.4,3.0,0.4,8.0,3
Semola De Trigo Candeal De Coccion Rapida,CEREALES Y HARINAS,360.0,12.0,72.0,2.0,3.0,1.7,0.0,3
Champignones En Rodajas,HONGOS,13.1,2.1,0.7,0.8,2.2,,250.0,3
