rnpa,name,marca,categoria,unidad,calories,protein,carbs,fat,fat_sat,fat_trans,fiber,sugar,sodium,provincia
23-059633,ARVEJAS SECAS ENTERAS (DON JOSÉ),DON JOSÉ,VEGETALES Y FRUTAS,g,338.33,23.33,58.33,1.33,,,13.5,,15.67,Datos alimentos TUCUMAN 23
23-059632,ARROZ PARBOIL TIPO LARGO FINO CALIDAD 00000 (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,332.0,7.0,76.0,,,,2.0,,0.0,Datos alimentos TUCUMAN 23
23-059631,ARROZ PERLADO TIPO LARGO FINO CALIDAD 00000 (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,340.0,6.0,78.0,,,,1.4,,0.0,Datos alimentos TUCUMAN 23
23-059630,LENTEJAS (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,268.33,21.67,43.33,1.5,,,18.33,,0.0,Datos alimentos TUCUMAN 23
23-059629,ARROZ DOBLE CAROLINA TIPO LARGO ANCHO CALIDAD 00000 (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,338.0,6.8,78.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059628,ARROZ INTEGRAL TIPO LARGO FINO CALIDAD 00000 (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,366.0,6.8,78.0,3.0,0.6,,7.6,,0.0,Datos alimentos TUCUMAN 23
23-059627,ARVEJAS VERDES PARTIDAS (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,306.67,23.33,50.0,1.33,,,10.83,,28.33,Datos alimentos TUCUMAN 23
23-059626,AVENA ARROLLADA (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,356.67,12.33,60.0,8.33,1.67,,7.67,,9.33,Datos alimentos TUCUMAN 23
23-059625,AVENA ARROLLADA- EXTRA FINA (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,356.67,12.33,60.0,8.33,1.67,,7.67,,9.33,Datos alimentos TUCUMAN 23
23-059624,AVENA ARROLLADA- INSTANTÁNEA (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,356.67,12.33,60.0,8.33,1.67,,7.67,,9.33,Datos alimentos TUCUMAN 23
23-059623,FRANGOLLO DE MAÍZ (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,334.0,8.0,74.0,,,,2.6,,0.0,Datos alimentos TUCUMAN 23
23-059622,GARBANZOS (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,318.33,16.67,48.33,6.83,0.67,,15.33,,10.33,Datos alimentos TUCUMAN 23
23-059621,HARINA DE MAÍZ PARA PREPARAR POLENTA (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,336.0,9.0,76.0,0.6,,,4.8,,0.0,Datos alimentos TUCUMAN 23
23-059620,HARINA DE MAÍZ DE COCCIÓN RÁPIDA PARA PREPARAR POLENTA (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,336.0,9.0,76.0,0.6,,,4.8,,0.0,Datos alimentos TUCUMAN 23
23-059619,HARINILLA DE MAÍZ (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,340.0,9.0,76.0,2.0,,,1.4,,66.0,Datos alimentos TUCUMAN 23
23-059618,MAÍZ PISADO AMARILLO (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,334.0,6.0,76.0,,,,2.8,,0.0,Datos alimentos TUCUMAN 23
23-059617,MAÍZ PISADO BLANCO (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,334.0,8.2,74.0,,,,2.6,,0.0,Datos alimentos TUCUMAN 23
23-059616,POROTOS COLORADOS (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,266.67,21.67,45.0,,,,18.33,,18.33,Datos alimentos TUCUMAN 23
23-059615,POROTOS NEGROS (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,266.67,21.67,45.0,,,,18.33,,18.33,Datos alimentos TUCUMAN 23
23-059614,POROTOS PALLARES (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,266.67,21.67,45.0,,,,18.33,,18.33,Datos alimentos TUCUMAN 23
23-059613,SÉMOLA (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,330.0,12.6,70.0,,,,7.2,,0.0,Datos alimentos TUCUMAN 23
23-059612,AZUCAR COMUN TIPO A (OKINAWA),OKINAWA,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059611,MAÍZ PISINGALLO (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,308.0,9.8,60.0,3.4,,,12.8,,0.0,Datos alimentos TUCUMAN 23
23-059610,POROTOS ALUBIA (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,280.0,6.67,63.33,0.5,,,4.0,,0.0,Datos alimentos TUCUMAN 23
23-059609,SÉMOLA FINA DE TRIGO CANDEAL (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,326.0,11.8,66.0,2.0,,,7.0,,0.0,Datos alimentos TUCUMAN 23
23-059608,SOJA (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,381.67,35.0,6.67,23.33,3.0,,18.33,,20.0,Datos alimentos TUCUMAN 23
23-059607,TRIGO CANDEAL PELADO (OKINAWA),OKINAWA,CEREALES Y HARINAS,g,326.0,14.6,64.0,1.6,,,6.4,,12.0,Datos alimentos TUCUMAN 23
23-059606,ARVEJAS ENTERAS SECAS (OKINAWA),OKINAWA,VEGETALES Y FRUTAS,g,306.67,23.33,50.0,1.33,,,10.83,,28.33,Datos alimentos TUCUMAN 23
23-059605,ARáNDANO DESHIDRATADO MOLIDO FINO. LIBRE DE GLUTEN - SIN T.A.C.C. - ORGáNICO (SIMPLY BLUE),SIMPLY BLUE,VEGETALES Y FRUTAS,g,240.0,,60.0,,,,,40.0,0.0,Datos alimentos TUCUMAN 23
23-059604,MANI TOSTADO AZUCARADO. LIBRE DE GLUTEN (ARCOR NATURAL BREAK),ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,520.0,19.33,33.33,34.67,6.0,,6.0,,540.0,Datos alimentos TUCUMAN 23
23-059603,MANI TOSTADO CON TOMATE Y ALBAHACA. LIBRE DE GLUTEN (ARCOR NATURAL BREAK),ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,593.33,26.0,10.67,49.33,8.67,2.0,7.33,,686.67,Datos alimentos TUCUMAN 23
23-059602,"MEZCLA DE MANI, CHOCOLATE, ARANDANOS ROJOS Y ALMENDRAS. LIBRE DE GLUTEN (ARCOR NATURAL BREAK)",ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,510.0,14.5,37.0,33.5,8.0,,7.0,,0.0,Datos alimentos TUCUMAN 23
23-059601,"MEZCLA DE MANI TOSTADO AZUCARADO, ALMENDRAS, SEMILLAS DE GIRASOL Y COCO EN ESCAMAS. LIBRE DE GLUTEN. SIN TACC (ARCOR NATURAL BREAK)",ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,533.33,20.0,34.0,35.33,6.0,,6.0,,0.0,Datos alimentos TUCUMAN 23
23-059600,PAN CON GRASA (SIN MARCA),SIN MARCA,MASAS Y PANADERÍA,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059599,PAN FRANCES (SIN MARCA),SIN MARCA,MASAS Y PANADERÍA,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059598,FACTURA (SIN MARCA),SIN MARCA,MASAS Y PANADERÍA,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059597,PAN RALLADO (PANADERIA  Y PASTELERIA MANZANO),PANADERIA  Y PASTELERIA MANZANO,MASAS Y PANADERÍA,g,360.0,10.33,73.33,2.67,0.0,0.0,4.33,,400.0,Datos alimentos TUCUMAN 23
23-059596,PAN DE VIENA (PANADFERIA Y PASTELERIA MANZANO),PANADFERIA Y PASTELERIA MANZANO,MASAS Y PANADERÍA,g,322.0,9.2,56.0,6.8,2.6,0.0,3.4,,320.0,Datos alimentos TUCUMAN 23
23-059595,PAN DE HAMBURGUESA (PANADERIA Y PASTELERIA MANZANO),PANADERIA Y PASTELERIA MANZANO,MASAS Y PANADERÍA,g,322.0,9.2,56.0,7.2,2.6,0.0,3.4,,320.0,Datos alimentos TUCUMAN 23
23-059594,MASA PARA PIZZAS (PANADERIA Y PASTELERIA MANZANO),PANADERIA Y PASTELERIA MANZANO,MASAS Y PANADERÍA,g,300.0,9.0,57.5,3.75,0.0,0.0,4.25,,500.0,Datos alimentos TUCUMAN 23
23-059593,PAN SANDWICH (PANADERIA Y PASTELERIA MANZANO),PANADERIA Y PASTELERIA MANZANO,MASAS Y PANADERÍA,g,346.0,8.0,72.0,2.8,0.0,0.0,3.4,,330.0,Datos alimentos TUCUMAN 23
23-059592,CARAMELOS MASTICABLES SABOR A FRUTILLA. LIBRE DE GLUTEN (MISKY),MISKY,CARAMELOS Y GOLOSINAS,g,405.0,,85.0,8.0,3.5,,,55.0,31.5,Datos alimentos TUCUMAN 23
23-059591,CARAMELOS DUROS SABOR A CEREZA (MISKY),MISKY,CARAMELOS Y GOLOSINAS,g,388.89,0.0,94.44,0.0,0.0,0.0,0.0,72.22,0.0,Datos alimentos TUCUMAN 23
23-059590,CARAMELOS DUROS SABOR A MENTA (MISKY),MISKY,CARAMELOS Y GOLOSINAS,g,388.89,0.0,94.44,0.0,0.0,0.0,0.0,72.22,0.0,Datos alimentos TUCUMAN 23
23-059589,"CARAMELOS MASTICABLES SABORES A ANANÁ, FRUTILLA, LIMÓN Y NARANJA (MISKY)",MISKY,CARAMELOS Y GOLOSINAS,g,375.0,0.0,85.0,3.0,1.5,0.0,0.0,55.0,0.0,Datos alimentos TUCUMAN 23
23-059588,MORCILLA (BELLA VISTA MANUFACTURIN SRL),BELLA VISTA MANUFACTURIN SRL,CARNES Y CHACINADOS,g,396.0,16.0,2.0,36.0,14.0,,,,680.0,Datos alimentos TUCUMAN 23
23-059587,MIEL (APICOLA SAN JOSE),APICOLA SAN JOSE,CONFITURAS Y DULCES,g,285.0,,70.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059586,JUGO DE LIMON TURBIO ORGANICO - NFC- (ALSA),ALSA,JUGOS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059585,ARáNDANOS DESHIDRATADOS. LIBRE DE GLUTEN-SIN T.A.C.C-ORGáNICO (SIMPLY BLUE),SIMPLY BLUE,VEGETALES Y FRUTAS,g,278.0,2.0,62.0,2.0,1.0,,6.0,42.0,9.0,Datos alimentos TUCUMAN 23
23-059584,FIDEOS SECOS (CUQUETS),CUQUETS,PASTAS,g,341.25,11.25,71.25,1.12,,,3.0,,10.0,Datos alimentos TUCUMAN 23
23-059583,JUGO CONCENTRADO DE LIMON CONGELADO (VILACAMI),VILACAMI,JUGOS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059582,CHUPETINES DE CARAMELO DURO SABOR A UVA Y TUTTI FRUTTI RELLENOS CON CHICLE SABOR A TUTTI FRUTTI. LIBRE DE GLUTEN (MISTER POPS  EVOLUTION),MISTER POPS  EVOLUTION,CARAMELOS Y GOLOSINAS,g,372.22,,94.44,,,,,66.67,0.0,Datos alimentos TUCUMAN 23
23-059581,"CHUPETINES DE CARAMELO DURO SABORES A MANZANA, FRUTILLA Y SANDÍA RELLENOS CON CHICLE SABOR A TUTTI FRUTTI, FRUTILLA Y SANDÍA (MISTER POPS  EVOLUTION)",MISTER POPS  EVOLUTION,CARAMELOS Y GOLOSINAS,g,377.78,0.0,94.44,0.0,0.0,0.0,0.0,66.67,0.0,Datos alimentos TUCUMAN 23
23-059580,CHUPETINES DE CARAMELO DURO SABOR A ARÁNDANO RELLENOS CON CHICLE SABOR A TUTTI FRUTTI (MISTER POPS  EVOLUTION),MISTER POPS  EVOLUTION,CARAMELOS Y GOLOSINAS,g,372.22,0.0,94.44,0.0,0.0,0.0,0.0,66.67,0.0,Datos alimentos TUCUMAN 23
23-059579,SODA (SIERRAS DE SAN JAVIER),SIERRAS DE SAN JAVIER,AGUAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059578,AGUA DE MESA ENVASADA (SIERRAS DE SAN JAVIER),SIERRAS DE SAN JAVIER,AGUAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059577,PASTAS FRESCAS RELLENAS - RAVIOLES CON VERDURA Y POLLO (IL SAPORE DI CASA),IL SAPORE DI CASA,PASTAS,g,272.0,8.8,56.0,1.4,,,2.2,,572.0,Datos alimentos TUCUMAN 23
23-059576,TAPAS PARA PASCUALINA HOJALDRE (MADOMI),MADOMI,MASAS Y PANADERÍA,g,280.0,7.0,46.67,7.33,1.33,,1.67,,466.67,Datos alimentos TUCUMAN 23
23-059575,TAPAS PARA EMPANADAS CRIOLLAS (MADOMI),MADOMI,MASAS Y PANADERÍA,g,290.0,7.0,46.67,8.33,4.67,,1.67,,393.33,Datos alimentos TUCUMAN 23
23-059574,PASTAS FRESCAS RELLENAS - RAVIOLES CON POLLO Y VERDURAS (MADOMI),MADOMI,PASTAS,g,275.0,10.0,54.0,2.1,0.3,,2.1,,407.0,Datos alimentos TUCUMAN 23
23-059573,PASTAS FRESCAS - ÑOQUIS (MADOMI),MADOMI,PASTAS,g,221.0,6.2,46.0,1.3,,,1.9,,496.0,Datos alimentos TUCUMAN 23
23-059572,PASTAS FRESCAS - FIDEOS TALLARINES CON MORRÓN (MADOMI),MADOMI,PASTAS,g,284.0,7.7,60.0,1.5,,,2.2,,131.0,Datos alimentos TUCUMAN 23
23-059571,PASTAS FRESCAS - FIDEOS TALLARINES CON ESPINACA (MADOMI),MADOMI,PASTAS,g,284.0,7.7,60.0,1.5,,,2.2,,132.0,Datos alimentos TUCUMAN 23
23-059570,PASTAS FRESCAS - FIDEOS TALLARINES (MADOMI),MADOMI,PASTAS,g,286.0,7.8,60.0,1.6,,,2.2,,131.0,Datos alimentos TUCUMAN 23
23-059569,AZUCAR COMUN TIPO A (PRODUCTOS EL GRINGO TRABAJO SANJUANINO),PRODUCTOS EL GRINGO TRABAJO SANJUANINO,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059564,ARANDANO CONGELADO (FN MUDAD),FN MUDAD,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059563,AZUCAR COMUN TIPO A (MAXIMA TE CONVIENE),MAXIMA TE CONVIENE,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,100.0,0.0,Datos alimentos TUCUMAN 23
23-059553,BEBIDA SIN ALCOHOL ARTIFICIAL DIETÉTICA DE BAJAS CALORÍAS GASIFICADA SABOR  POMELO (AXIS LIGHT),AXIS LIGHT,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Datos alimentos TUCUMAN 23
23-059552,BEBIDA SIN ALCOHOL ARTIFICIAL DIETÉTICA DE BAJAS CALORÍAS GASIFICADA SABOR NARANJA (AXIS LIGHT),AXIS LIGHT,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Datos alimentos TUCUMAN 23
23-059551,BEBIDA SIN ALCOHOL ARTIFICIAL DIETÉTICA DE BAJAS CALORÍAS GASIFICADA SABOR MANZANA (AXIS LIGHT),AXIS LIGHT,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Datos alimentos TUCUMAN 23
23-059550,BEBIDA SIN ALCOHOL ARTIFICIAL DIETÉTICA DE BAJAS CALORÍAS GASIFICADA SABOR  LIMÓN (AXIS LIGHT),AXIS LIGHT,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Datos alimentos TUCUMAN 23
23-059549,BEBIDA SIN ALCOHOL ARTIFICIAL DIETÉTICA DE BAJAS CALORÍAS GASIFICADA SABOR LIMA-LIMÓN (AXIS LIGHT),AXIS LIGHT,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Datos alimentos TUCUMAN 23
23-059548,BEBIDA SIN ALCOHOL ARTIFICIAL DIETÉTICA DE BAJAS CALORÍAS GASIFICADA SABOR COLA (AXIS LIGHT),AXIS LIGHT,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Datos alimentos TUCUMAN 23
23-059544,"MIX DE ARANDANOS, FRUTILLAS, MORAS, FRAMBUESAS CONGELADAS IQF LIBRE DE GLUTEN (KINGBERRY)",KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059543,"MIX DE ARANDANOS, FRUTILLAS Y MORAS CONGELADAS IQF LIBRE DE GLUTEN (KINGBERRY)",KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059540,GALLETITAS CRACKERS CON SALVADO (CUISINE & CO),CUISINE & CO,GALLETITAS Y BARRAS,g,393.33,10.0,66.67,10.0,4.67,,5.67,6.0,650.0,Datos alimentos TUCUMAN 23
23-059539,GALLETITAS CRACKERS (CUISINE & CO),CUISINE & CO,GALLETITAS Y BARRAS,g,423.33,11.0,66.67,12.0,5.67,,2.67,3.67,510.0,Datos alimentos TUCUMAN 23
23-059536,PIÑA CONGELADA IQF (KINGBERRY),KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059535,MORAS CONGELADAS IQF (KINGBERRY),KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059534,MARACUYA CONGELADO IQF SIN SEMILLAS LIBRE DE GLUTEN (KINGBERRY),KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059533,MARACUYA CONGELADO IQF LIBRE DE GLUTEN (KINGBERRY),KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059532,GRANADA CONGELADA IQF (KINGBERRY),KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059531,FRAMBUESAS CONGELADAS IQF (KINGBERRY),KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059529,QUESO CRIOLLO (M),M,QUESOS,g,366.67,27.0,0.0,28.33,18.33,0.0,0.0,0.0,393.33,Datos alimentos TUCUMAN 23
23-059527,QUESO CON ORÉGANO (M),M,QUESOS,g,366.67,27.0,0.0,28.33,18.33,0.0,0.0,0.0,393.33,Datos alimentos TUCUMAN 23
23-059526,QUESO CON AJí (M),M,QUESOS,g,366.67,27.0,0.0,28.33,18.33,,,0.0,393.33,Datos alimentos TUCUMAN 23
23-059522,GALLETITAS TIPO CRACKERS CON SALVADO (CHECK),CHECK,GALLETITAS Y BARRAS,g,393.33,10.0,66.67,10.0,4.67,,5.67,6.67,650.0,Datos alimentos TUCUMAN 23
23-059521,"CARAMELOS DUROS SABOR A FRUTILLA, TUTTI FRUTTI Y MENTOL. LIBRE DE GLUTEN (ARCOR)",ARCOR,CARAMELOS Y GOLOSINAS,g,388.89,,94.44,,,,,72.22,0.0,Datos alimentos TUCUMAN 23
23-059511,QUESO MUZZARELLA,M,QUESOS,g,526.67,27.0,0.0,29.33,16.67,0.0,0.0,0.0,296.67,Datos alimentos TUCUMAN 23
23-059510,QUESO CON AJÍ (M),M,QUESOS,g,430.0,32.33,0.0,33.33,19.0,0.0,0.0,0.0,330.0,Datos alimentos TUCUMAN 23
23-059509,QUESO RALLADO (M),M,QUESOS,g,420.0,32.0,0.0,33.0,19.0,0.0,0.0,0.0,330.0,Datos alimentos TUCUMAN 23
23-059507,QUESO MUZZARELLA (SEÑORA SOFÍA),SEÑORA SOFÍA,QUESOS,g,363.33,25.67,0.0,29.0,18.67,0.0,0.0,0.0,340.0,Datos alimentos TUCUMAN 23
23-059506,QUESO CRIOLLO (SEÑORA SOFÍA),SEÑORA SOFÍA,QUESOS,g,430.0,32.33,0.0,33.33,19.0,0.0,0.0,0.0,330.0,Datos alimentos TUCUMAN 23
23-059505,QUESILLO (SEÑORA SOFÍA),SEÑORA SOFÍA,QUESOS,g,363.33,25.67,0.0,29.0,18.67,0.0,0.0,0.0,340.0,Datos alimentos TUCUMAN 23
23-059502,BEBIDA SIN ALCOOHOL ARTIFICIAL GASIFICADA SABOR POMELO (AXIS),AXIS,BEBIDAS ANALCOHÓLICAS,ml,44.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,7.5,Datos alimentos TUCUMAN 23
23-059501,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR NARANJA (AXIS),AXIS,BEBIDAS ANALCOHÓLICAS,ml,48.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,7.5,Datos alimentos TUCUMAN 23
23-059500,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR MANZANA (AXIS),AXIS,BEBIDAS ANALCOHÓLICAS,ml,46.0,0.0,11.5,0.0,0.0,0.0,0.0,11.5,0.0,Datos alimentos TUCUMAN 23
23-059499,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR LIMÓN (AXIS),AXIS,BEBIDAS ANALCOHÓLICAS,ml,46.0,0.0,11.5,0.0,0.0,0.0,0.0,11.5,10.5,Datos alimentos TUCUMAN 23
23-059498,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR LIMA LIMÓN (AXIS),AXIS,BEBIDAS ANALCOHÓLICAS,ml,42.0,0.0,10.5,0.0,0.0,0.0,0.0,10.5,12.5,Datos alimentos TUCUMAN 23
23-059497,BEBIDA SIN ALCOHOL  ARTIFICIAL GASIFICADA SABOR COLA (AXIS),AXIS,BEBIDAS ANALCOHÓLICAS,ml,58.0,0.0,14.5,0.0,0.0,0.0,0.0,14.5,3.5,Datos alimentos TUCUMAN 23
23-059496,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR POMELO (EXTRA-R),EXTRA-R,BEBIDAS ANALCOHÓLICAS,ml,44.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,7.5,Datos alimentos TUCUMAN 23
23-059495,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR NARANJA (EXTRA-R),EXTRA-R,BEBIDAS ANALCOHÓLICAS,ml,48.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,7.5,Datos alimentos TUCUMAN 23
23-059494,BEBEDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR MANZANA (EXTRA-R),EXTRA-R,BEBIDAS ANALCOHÓLICAS,ml,46.0,0.0,11.5,0.0,0.0,0.0,0.0,11.5,0.0,Datos alimentos TUCUMAN 23
23-059493,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR LIMÓN (EXTRA-R),EXTRA-R,BEBIDAS ANALCOHÓLICAS,ml,46.0,0.0,11.5,0.0,0.0,0.0,0.0,11.5,10.5,Datos alimentos TUCUMAN 23
23-059492,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR LIMA LIMÓN (EXTRA- R),EXTRA- R,BEBIDAS ANALCOHÓLICAS,ml,42.0,0.0,10.5,0.0,0.0,0.0,0.0,10.5,12.5,Datos alimentos TUCUMAN 23
23-059491,BEBIDA SIN ALCOHOL ARTIFICIAL GASIFICADA SABOR COLA (EXTRA-R),EXTRA-R,BEBIDAS ANALCOHÓLICAS,ml,58.0,0.0,14.5,0.0,0.0,0.0,0.0,14.5,0.0,Datos alimentos TUCUMAN 23
23-059490,ARVEJAS ENTERAS SECAS (LA ESPAÑOLA ALIMENTOS),LA ESPAÑOLA ALIMENTOS,VEGETALES Y FRUTAS,g,306.67,23.33,50.0,1.33,,,10.83,,28.33,Datos alimentos TUCUMAN 23
23-059445,CHUPETINES DE CARAMELO DURO SABOR A CEREZA RELLENOS CON CHICLE SABOR A TUTTI FRUTTI. LIBRE DE GLUTEN (MISTER POPS EVOLUTION),MISTER POPS EVOLUTION,CARAMELOS Y GOLOSINAS,g,372.22,,94.44,,,,,72.22,0.0,Datos alimentos TUCUMAN 23
23-059443,CASCARA DESHIDRATADA DE MANDARINA (LITORAL CITRUS S.A.),LITORAL CITRUS S.A.,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059442,FRUTILLAS FRESCAS (TROPICAL ARGENTINA),TROPICAL ARGENTINA,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059437,SNACK DE MAIZ INFLADO DIETETICO DE BAJO VALOR GLUCIDICO (RENO),RENO,GALLETITAS Y BARRAS,g,348.0,6.8,80.0,0.0,0.0,0.0,5.2,28.8,44.0,Datos alimentos TUCUMAN 23
23-059436,"SNACK DE HARINA DE MAIZ DIETETICO DE BAJO VALOR GLUCIDICO SABORES TUTTI FRUTTI, UVA, BANANA Y NARANJA (RENO)",RENO,GALLETITAS Y BARRAS,g,332.0,6.8,76.0,0.0,0.0,0.0,7.2,13.6,32.0,Datos alimentos TUCUMAN 23
23-059435,LECHE ENTERA PASTEURIZADA (M),M,LÁCTEOS,ml,59.0,3.0,5.0,3.0,1.8,0.0,0.0,5.0,33.0,Datos alimentos TUCUMAN 23
23-059433,"BEBIDA SIN ALCOHOL ARTIFICIAL DIETETICA DE BAJAS CALORÍAS FINAMENTE GASIFICADA, SABOR LIMÓN.  CONTIENE VITAMINAS C, B9 Y  B12 (AXIS)",AXIS,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Datos alimentos TUCUMAN 23
23-059432,"BEBIDA SIN ALCOHOL ARTIFICIAL  DIETETICA  DE BAJAS CALORÍAS  FINAMENTE GASIFICADA, SABOR MANZANA.  CONTIENE VITAMINAS C, B9  Y B12 (AXIS)",AXIS,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Datos alimentos TUCUMAN 23
23-059431,"BEBIDA SIN ALCOHOL ARTIFICIAL DIETETICA DE BAJAS CALORÍAS FINAMENTE GASIFICADA, SABOR POMELO. CONTIENE VITAMINAS C, B9 Y B12 (AXIS)",AXIS,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,Datos alimentos TUCUMAN 23
23-059430,"BEBIDA SIN ALCOHOL ARTIFICIAL DIETETICA  DE BAJAS CALORÍAS  FINAMENTE GASIFICADA SABOR NARANJA.  CONTIENE VITAMINAS C,  B9 Y B12 (AXIS)",AXIS,BEBIDAS ANALCOHÓLICAS,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,Datos alimentos TUCUMAN 23
23-059429,QUESO PARA RALLAR (M),M,QUESOS,g,430.0,32.33,0.0,33.33,19.0,0.0,0.0,0.0,330.0,Datos alimentos TUCUMAN 23
23-059428,QUESO CON PIMIENTA,M,QUESOS,g,430.0,32.33,0.0,33.33,19.0,0.0,0.0,0.0,330.0,Datos alimentos TUCUMAN 23
23-059427,QUESO CON PÁPRIKA (M),M,QUESOS,g,430.0,32.33,0.0,33.33,19.0,0.0,0.0,0.0,330.0,Datos alimentos TUCUMAN 23
23-059426,QUESO CON ORÉGANO (M),M,QUESOS,g,430.0,32.33,0.0,33.33,19.0,0.0,0.0,0.0,330.0,Datos alimentos TUCUMAN 23
23-059425,QUESILLO (M),M,QUESOS,g,373.33,27.0,0.0,29.33,16.67,0.0,0.0,0.0,330.0,Datos alimentos TUCUMAN 23
